,_c0,_c1,_c2,_c3,_c4,_c5,_c6,_c7,_c8,_c9,_c10,_c11,_c12,_c13,_c14,_c15,_c16,_c17,_c18,_c19,_c20,_c21,_c22,_c23,_c24,_c25,_c26,_c27,_c28,_c29,_c30,_c31,_c32,_c33,_c34,_c35,_c36,_c37,_c38,_c39,_c40,_c41,_c42,_c43,_c44,_c45,_c46,_c47,_c48,_c49,_c50,_c51,_c52,_c53,_c54,_c55,_c56,_c57,_c58,_c59,_c60,_c61,_c62,_c63,Label
207,69.285,69.476,67.381,66.411,67.132,65.151,64.353,64.676,69.933,69.804,71.008,68.704,67.638,68.527,71.2,68.11,73.094,74.638,72.146,71.923,73.114,72.902,74.282,72.206,70.718,69.851,71.412,75.7,77.438,76.69,76.061,75.945,69.297,71.476,70.308,75.691,77.339,79.604,80.112,76.037,62.778,68.745,75.372,77.13,76.875,78.658,78.566,77.128,59.412,64.831,71.671,72.839,67.656,67.037,69.779,71.366,65.473,67.271,68.562,67.308,64.081,64.423,64.734,65.192,1
208,113.85,112.84,113.79,112.57,110.98,110.48,105.75,103.99,105.53,105.13,103.94,104.61,100.34,100.68,98.555,95.552,103.71,99.562,102.49,102.56,100.74,101.5,98.403,95.873,111.51,113.54,112.82,112.39,110.39,105.25,100.61,100.49,117.47,116.84,113.87,108.43,105.74,103.45,102.51,99.05,109.22,108.32,104.59,99.231,95.821,95.017,95.835,92.001,106.98,105.37,99.885,93.58,88.183,86.796,80.353,75.409,110.92,110.4,108.49,99.042,96.148,93.757,88.99,88.356,1
209,127.53,129.64,127.89,125.5,124.07,124.03,121.69,123.47,129.56,129.49,125.71,120.87,121.65,123.11,122.1,122.03,117.18,117.02,117.03,114.97,117.41,117.86,116.77,118.1,113.04,115.06,113.82,112.7,111.91,110.75,110.19,106.5,104.81,104.8,104.51,105.16,103.45,101.11,101.4,99.186,70.973,72.766,69.729,69.017,68.159,66.74,65.592,63.351,94.279,90.204,86.647,81.03,80.712,83.296,87.997,92.172,123.12,118.35,116.95,117.89,120.77,120.17,120.04,120.28,1
210,158.94,171.06,180.84,152.28,162.5,167.32,133.32,137.22,141.84,149.08,153.51,151.27,148.26,132.78,139.88,158.37,135.37,147.36,170.57,176.36,142.52,132.1,164.85,181.66,129.99,158.14,173.34,165.41,139.1,132.42,167.05,154.79,125.04,150.46,154.44,147.5,123.31,124.22,139.12,121.08,138.1,122.04,124.49,134.2,147.06,156.6,134.56,113.84,146.6,129.92,135.13,149.9,175.23,167.22,133.07,125.07,123.84,144.71,156.61,164.94,160.74,142.86,126.39,125.07,0
211,194.82,210.2,168.92,128.07,130.22,147.52,154.37,143.79,191.18,194.78,153.29,127.68,126.61,143.67,182.56,187.67,218.37,191.97,157.49,150.1,142.21,124.14,152.65,172.17,212.8,188.19,166.2,185.43,189.54,190.24,161.6,154.38,195.51,164.24,144.16,179.65,191.41,192.83,158.11,122.11,186.94,137.38,131.6,155.81,177.19,167.87,146.57,143.67,153.76,100.84,119.62,159.53,173.15,160.62,152.03,181.72,163.89,138.06,164.31,174.27,163.58,138.1,130.23,165.21,0
212,107.8,107.76,108.23,107.52,110.16,112.72,110.89,107.58,105.98,105.46,107.62,105.82,107.02,112.23,110.75,110.51,103.86,103.9,103.99,103.26,101.55,103.93,104.17,104.85,96.663,96.55,96.48,96.256,95.689,95.305,95.09,96.356,87.723,88.406,86.493,84.857,82.246,82.272,78.739,79.41,85.103,84.668,87.769,88.184,86.882,84.272,81.376,82.303,89.536,91.193,93.273,93.515,95.217,94.625,93.111,92.382,94.245,93.802,95.02,95.648,93.899,94.721,94.592,95.341,1
213,159.17,155.96,152.0,146.61,158.55,174.98,170.34,151.04,155.29,167.31,155.93,147.19,165.92,177.95,154.34,131.87,150.6,175.0,177.38,161.82,173.7,176.26,142.12,118.17,122.35,148.05,169.41,170.05,174.01,189.77,179.25,146.51,118.05,118.49,141.46,148.21,162.87,180.19,191.42,170.81,162.41,127.52,131.06,132.27,160.5,182.73,181.58,169.99,174.65,152.65,151.79,143.05,148.07,170.4,176.77,171.34,138.78,141.58,155.61,152.37,142.67,149.4,155.73,151.29,0
214,111.82,113.99,113.48,113.47,115.2,111.25,112.4,110.53,95.519,99.326,100.63,104.05,103.09,101.09,103.78,107.88,96.584,98.48,101.97,106.28,103.31,101.11,103.74,108.04,111.95,111.4,110.25,111.43,109.13,106.42,103.43,99.905,115.52,119.15,119.96,118.01,117.57,115.72,106.54,98.689,122.21,118.96,118.62,119.35,114.49,112.44,106.65,96.618,123.53,119.0,116.59,120.62,116.46,112.94,105.93,98.432,123.9,122.05,123.03,122.62,122.41,120.43,118.07,110.44,1
215,96.245,91.494,90.452,93.826,91.877,90.747,93.483,100.88,102.39,101.08,106.55,110.72,110.43,110.2,111.72,115.74,105.35,105.7,108.48,106.86,106.85,107.33,110.22,106.58,111.19,110.77,113.81,108.89,107.66,108.22,106.17,105.57,110.97,112.12,115.45,112.87,110.12,109.48,108.34,110.26,110.11,112.75,113.73,115.24,113.7,113.4,109.04,112.17,114.26,116.32,113.61,110.16,109.32,110.18,109.22,109.41,118.73,118.33,112.98,114.43,112.72,110.82,109.58,111.76,1
216,144.92,125.98,113.16,106.58,103.18,124.21,149.15,144.12,182.23,156.27,114.5,114.99,127.3,124.9,126.06,139.48,168.74,133.72,122.07,144.82,155.35,139.27,112.5,126.79,176.75,145.07,108.0,123.28,136.26,144.28,140.28,118.19,160.03,172.96,148.11,112.0,121.91,153.32,165.22,138.99,138.25,171.23,167.01,143.54,123.36,146.78,173.9,164.92,140.3,155.9,151.61,137.0,153.0,169.82,168.58,158.34,156.3,135.25,136.28,125.89,150.5,171.34,180.18,163.73,0
217,86.137,87.645,92.096,92.9,90.046,91.03,89.9,89.569,96.067,95.269,95.901,97.437,98.879,98.876,100.64,98.736,96.45,96.086,97.87,99.595,100.6,100.04,101.3,99.614,96.165,96.305,98.346,98.866,96.248,93.267,94.634,94.064,96.623,92.571,94.478,96.267,93.855,92.678,94.27,95.85,92.96,93.528,93.85,97.406,99.476,98.773,98.434,96.933,97.247,100.13,100.78,102.19,103.57,104.82,101.1,99.513,101.62,97.033,94.64,96.908,99.206,98.774,97.649,98.407,1
218,90.329,95.168,93.638,95.066,94.024,91.914,92.655,90.579,92.836,95.161,93.799,91.744,92.083,90.954,91.859,92.995,97.101,98.125,95.189,93.097,95.862,96.838,98.242,99.09,95.742,98.107,96.648,95.669,97.449,98.39,100.14,100.51,91.018,90.972,90.986,91.849,94.581,93.979,93.515,89.41,88.549,87.783,87.961,85.976,84.278,84.556,81.926,82.811,81.694,77.897,76.999,72.241,69.941,71.04,70.555,73.191,77.52,78.135,74.296,69.168,69.972,71.999,74.743,74.087,1
219,120.6,114.14,106.86,119.48,117.65,112.45,136.25,170.55,116.96,117.86,138.35,152.13,117.74,93.989,123.21,163.32,159.0,122.07,124.71,147.53,137.7,102.13,106.61,145.84,158.77,143.27,127.38,126.32,124.03,119.43,107.11,123.65,149.29,173.9,165.26,116.93,115.19,163.59,157.98,109.07,154.62,172.04,171.77,123.24,116.79,161.2,144.35,117.15,155.83,163.48,158.17,114.63,124.89,149.63,157.84,165.68,161.88,140.79,131.57,115.58,132.37,151.71,155.61,165.38,0
220,137.64,160.98,177.36,162.88,127.26,111.03,140.46,172.5,122.46,156.14,166.58,118.12,97.244,119.36,165.88,182.92,138.11,158.08,137.49,112.72,96.721,111.35,155.5,178.81,157.42,150.21,122.24,108.2,115.15,130.26,156.37,178.05,164.64,153.43,120.37,132.6,149.19,146.2,164.63,189.3,160.53,145.57,122.84,153.25,177.19,158.99,156.46,173.34,153.21,142.57,124.71,160.03,192.15,182.47,154.3,147.15,145.38,147.75,135.22,162.43,178.78,182.17,160.31,130.14,0
221,164.29,175.32,180.68,183.19,167.37,134.55,145.72,162.58,155.99,157.67,171.42,160.66,154.94,158.3,163.15,174.32,145.66,162.83,147.38,148.52,162.15,162.71,175.79,186.2,135.67,155.31,142.86,139.96,149.9,148.08,163.93,173.98,124.47,151.07,165.63,153.71,123.18,109.33,140.48,168.62,130.18,155.13,170.36,161.44,125.49,99.832,114.95,148.18,127.68,145.04,147.76,141.28,148.55,158.71,141.45,142.61,149.38,123.01,123.98,117.96,134.28,172.36,167.1,124.63,0
222,93.157,94.094,93.901,92.809,93.423,92.036,92.677,91.944,98.378,95.587,94.867,92.901,89.44,91.401,90.503,92.18,98.875,98.116,96.355,96.83,90.885,88.796,89.612,91.262,98.877,97.759,95.513,92.757,92.888,89.69,90.319,91.661,96.639,98.867,99.027,100.16,99.557,100.4,99.503,98.579,101.66,99.442,97.258,99.071,99.068,100.74,101.79,102.22,99.608,95.768,93.937,99.437,97.437,96.224,100.0,103.35,95.139,93.96,93.447,95.256,97.914,97.908,93.226,93.549,1
223,130.08,153.35,161.48,167.47,158.78,146.91,148.28,174.7,131.16,161.77,179.84,174.89,152.35,154.98,150.32,161.06,144.37,166.95,187.7,180.62,152.62,143.23,136.38,155.9,138.98,153.18,170.55,161.55,150.54,138.04,130.16,150.08,136.5,128.24,150.96,167.99,181.26,165.77,125.42,142.7,140.76,141.34,167.12,187.89,205.62,178.46,129.77,131.75,134.57,140.76,169.81,198.31,196.33,175.97,180.36,170.78,133.85,133.44,155.39,186.66,189.26,187.08,197.36,189.48,0
224,85.062,85.884,83.122,84.898,81.64,79.901,80.527,81.582,83.829,83.71,83.923,83.95,86.593,84.539,86.335,88.117,90.548,90.295,83.671,85.596,86.743,88.544,90.885,87.81,86.447,85.946,82.719,84.636,86.757,88.351,86.645,85.702,81.012,80.126,79.759,81.61,83.354,86.007,81.575,80.207,75.778,76.972,76.771,75.491,76.202,77.807,76.508,76.316,68.347,64.652,64.449,62.446,62.355,63.27,64.939,64.901,62.056,60.373,58.301,52.921,52.233,51.743,50.691,53.097,1
225,143.84,156.07,140.1,142.7,145.02,116.08,121.57,148.51,173.4,185.34,163.95,138.01,132.07,117.32,106.2,120.47,160.26,178.36,167.94,138.98,143.48,153.71,131.26,127.18,145.1,134.36,131.61,133.95,153.87,171.4,155.22,134.62,169.88,145.04,127.56,139.1,142.27,149.61,146.04,131.99,148.13,151.4,159.15,160.53,139.53,140.67,159.58,161.22,132.62,135.01,157.87,168.37,150.19,152.21,172.39,185.43,111.0,135.48,168.38,173.52,178.33,179.21,166.29,159.37,0
226,95.704,95.445,99.534,101.58,95.196,91.837,90.852,85.907,95.519,97.44,101.91,102.18,101.18,98.903,96.485,95.1,93.673,91.634,92.829,97.587,101.99,101.69,100.73,101.24,86.342,86.283,88.438,89.759,93.428,93.016,93.715,94.359,83.272,80.862,84.134,86.086,84.922,83.691,83.195,85.96,78.172,76.975,78.236,80.448,74.708,75.412,83.714,93.288,78.786,78.21,77.513,78.0,79.501,83.243,86.947,92.301,83.735,89.11,91.714,93.578,93.845,96.927,98.016,97.154,1
227,100.31,101.01,102.07,101.54,100.89,95.839,95.421,98.397,101.09,99.713,97.472,97.825,98.336,93.167,92.9,97.909,102.46,100.92,100.85,99.725,96.342,96.171,95.242,98.488,98.958,98.82,100.05,100.41,96.276,98.371,102.01,103.23,100.34,100.48,99.31,99.435,101.95,101.97,100.63,100.87,105.82,107.45,108.62,104.45,102.57,102.16,102.71,100.73,110.35,110.78,110.47,107.45,105.62,103.77,104.63,103.16,111.66,111.28,111.84,111.55,110.48,106.47,104.9,105.54,1
228,128.09,130.91,129.71,129.09,127.83,126.58,122.17,121.56,124.35,126.67,129.4,128.88,126.24,123.11,120.77,122.71,133.93,135.92,137.7,134.0,131.56,126.89,125.94,127.26,129.68,128.87,129.4,131.78,132.08,132.55,135.13,133.87,135.74,132.88,131.23,133.02,133.84,134.82,135.39,131.71,124.71,125.41,126.58,126.74,126.47,123.53,127.29,127.75,99.398,95.665,97.26,99.927,104.85,108.24,108.22,109.76,108.71,110.61,107.54,109.01,109.05,111.01,108.47,107.15,1
229,87.318,88.174,85.978,84.224,79.874,78.32,77.852,81.117,82.803,85.861,85.245,81.97,79.297,77.195,76.117,79.19,94.005,91.756,92.83,91.904,89.855,86.936,87.169,87.009,101.62,101.05,101.91,100.53,103.29,102.65,102.23,103.87,107.3,106.21,106.6,107.22,107.03,107.2,105.81,109.97,107.38,107.54,110.25,110.4,114.46,115.29,115.14,117.14,107.9,106.13,108.83,109.1,112.29,113.76,114.7,112.81,112.88,112.72,112.87,113.78,113.9,112.47,108.06,108.68,1
230,194.45,173.41,160.86,188.29,184.08,135.28,121.51,130.65,183.03,176.94,154.27,159.06,167.43,144.05,155.35,178.29,157.84,173.03,161.66,160.49,164.23,150.17,150.24,155.13,155.9,184.2,179.39,149.69,124.28,140.57,160.24,143.53,142.37,165.56,186.73,172.72,140.7,148.78,169.48,158.34,133.05,148.59,181.26,196.08,198.96,169.13,172.73,175.15,146.26,142.5,175.99,186.52,195.44,174.38,159.05,154.33,154.9,150.51,164.95,179.77,180.39,167.8,165.09,163.86,0
231,87.071,93.276,95.019,97.032,99.551,98.091,99.065,101.88,80.948,87.562,91.684,95.25,96.846,93.96,91.571,91.48,97.79,95.343,93.172,98.52,97.231,92.739,88.643,81.575,108.63,104.31,102.77,106.27,107.44,104.34,101.79,97.33,107.26,112.01,110.03,109.22,109.56,108.61,104.5,103.81,103.65,104.44,105.35,105.4,104.08,102.2,102.73,103.62,107.63,108.99,108.14,106.28,105.02,100.88,100.58,103.9,102.41,104.9,106.56,104.28,101.43,99.899,97.775,97.813,1
232,94.125,93.445,94.601,93.922,91.388,91.19,93.379,92.866,89.758,92.683,91.226,88.855,90.144,90.538,91.909,92.124,88.163,88.92,87.737,87.344,89.005,90.263,88.88,90.387,87.251,86.993,90.072,88.972,89.311,87.07,89.443,89.16,90.805,90.494,91.228,93.621,93.027,92.845,93.775,91.453,95.904,93.441,93.635,97.774,96.856,96.178,95.488,94.022,90.481,89.914,93.023,93.663,92.198,92.558,92.909,91.234,91.793,92.575,93.886,95.248,97.99,94.188,94.596,96.644,1
233,95.003,90.799,86.995,86.206,88.524,88.041,83.934,86.26,93.647,89.156,87.453,90.382,88.658,86.754,81.546,86.366,93.661,92.376,89.498,88.884,83.047,80.894,80.906,85.397,86.544,87.156,86.074,86.17,86.51,91.271,95.634,100.73,92.74,96.038,99.713,100.45,103.22,103.43,107.17,111.73,100.28,98.039,101.15,100.4,100.07,99.605,99.4,102.56,93.111,92.952,93.19,89.873,92.412,94.195,92.667,90.916,94.554,93.312,92.75,91.164,94.021,98.876,98.01,92.393,1
234,153.58,168.28,180.99,167.61,118.85,147.11,156.24,117.89,162.66,164.01,178.12,152.02,119.19,133.72,131.27,104.24,170.91,164.18,170.93,152.99,132.34,154.71,152.72,115.96,136.11,150.72,153.55,155.29,170.56,170.02,146.54,143.56,124.13,131.55,136.6,160.17,180.34,176.05,144.94,147.83,133.36,150.05,156.04,170.02,185.7,165.58,130.82,138.14,136.85,159.75,179.05,166.13,162.19,143.73,132.33,148.65,145.82,164.44,175.24,185.11,166.36,137.39,134.3,153.49,0
235,102.82,104.64,103.97,101.96,101.37,99.958,101.4,102.96,98.418,100.46,100.93,101.68,101.03,100.58,101.46,100.56,96.2,95.355,95.447,95.318,97.207,94.568,92.722,89.373,95.473,96.755,98.228,96.017,100.59,104.82,103.57,104.88,105.88,106.55,107.13,105.26,103.4,107.27,106.07,107.68,103.98,106.35,108.85,106.21,106.27,107.47,107.0,109.5,100.36,99.716,98.046,97.861,99.303,97.261,99.544,99.177,100.78,98.507,98.326,99.17,97.522,94.111,96.848,95.449,1
236,112.54,112.63,116.3,119.14,119.42,118.02,116.93,116.08,112.25,114.04,114.01,116.15,117.58,114.92,116.4,117.12,110.65,110.78,109.05,112.71,115.7,113.17,112.22,111.96,103.63,102.36,101.97,101.88,106.57,109.96,108.09,108.06,91.756,91.185,91.815,89.146,91.201,95.284,92.4,91.225,106.46,105.84,105.75,102.74,106.18,105.1,101.94,102.83,102.29,103.74,106.24,102.21,100.44,99.857,99.784,100.44,92.502,92.792,95.089,96.216,97.076,98.904,97.929,98.883,1
237,109.47,131.52,151.44,166.83,181.28,191.3,190.5,155.69,134.91,121.48,144.84,159.92,168.58,167.18,153.38,115.58,163.77,141.14,130.91,132.75,142.9,130.63,132.34,128.84,163.4,153.96,133.54,128.56,116.27,117.2,150.56,147.85,144.46,150.11,151.73,154.62,133.92,137.07,143.08,125.04,121.2,135.54,149.82,132.25,138.23,171.52,173.7,127.98,163.54,151.38,132.62,120.22,135.85,167.83,164.15,152.0,180.99,172.4,145.47,136.13,161.45,158.14,142.59,178.21,0
238,122.13,123.32,125.03,129.29,129.15,126.01,126.02,126.28,125.61,125.59,126.91,128.1,126.96,123.24,124.34,126.31,126.0,126.79,127.15,119.1,121.39,123.61,124.14,122.96,118.46,117.39,114.6,109.15,108.19,106.52,107.98,107.06,98.904,100.41,106.38,108.08,110.38,111.28,114.28,113.11,107.49,108.36,114.61,117.85,120.34,122.88,123.45,119.9,119.26,119.48,120.53,121.13,123.26,123.1,125.44,126.15,123.34,121.76,122.26,126.92,123.93,120.64,121.62,122.25,1
239,128.47,133.62,132.43,126.57,120.72,118.01,120.04,118.08,131.29,130.95,130.02,129.27,126.76,124.89,125.63,128.66,122.34,122.73,125.1,123.3,124.91,129.13,126.57,126.22,127.77,128.56,126.43,128.37,132.17,133.47,131.46,130.23,124.14,124.93,121.45,123.23,125.35,126.45,127.15,126.82,108.13,108.92,107.88,110.22,112.68,113.99,111.93,111.95,118.2,117.8,114.99,114.82,115.47,118.2,118.07,114.65,125.74,124.88,123.67,121.53,116.58,119.01,120.7,121.32,1
240,155.71,130.53,155.96,154.46,172.12,168.65,146.91,147.4,142.95,144.44,161.74,168.29,157.25,163.71,159.95,149.9,137.66,143.6,152.61,152.66,147.55,152.91,147.6,150.24,128.75,118.38,128.94,143.23,124.71,124.75,130.65,142.98,147.34,132.11,148.36,165.86,129.69,112.12,128.63,150.31,190.01,180.41,173.34,171.13,149.35,117.81,117.66,159.97,168.88,165.24,157.45,160.05,170.58,176.05,150.89,130.6,161.25,148.49,141.21,131.52,146.1,178.5,177.35,147.65,0
241,104.52,103.54,100.49,96.29,95.572,91.535,91.788,90.545,106.05,103.11,101.55,100.3,96.794,94.309,94.659,95.481,109.03,109.97,107.6,108.01,104.28,107.19,107.06,102.4,109.43,111.37,113.78,110.36,109.03,108.95,108.4,107.57,107.53,106.98,105.69,105.49,103.81,102.98,105.71,108.03,107.42,104.61,106.13,107.07,108.25,108.01,108.79,105.01,103.54,102.42,106.63,107.86,106.66,105.42,104.51,105.27,105.63,105.18,104.02,106.73,106.01,105.61,102.36,104.1,1
242,168.13,146.96,119.88,126.69,123.76,119.02,149.58,183.6,143.0,128.61,126.25,142.2,139.55,142.2,153.93,155.26,112.74,101.77,105.04,126.78,123.37,143.54,163.58,136.65,118.24,141.21,149.28,124.87,115.92,131.52,137.8,131.87,133.47,155.81,149.88,147.16,155.15,137.16,127.79,147.01,109.25,139.53,152.48,167.41,172.77,154.49,113.07,117.15,106.63,122.01,149.74,152.88,136.49,122.89,109.64,105.17,106.97,109.31,138.71,144.48,122.87,116.03,133.18,148.35,0
243,125.02,124.16,146.91,148.72,145.08,164.17,179.46,195.98,111.83,141.52,166.67,166.92,150.38,150.27,149.7,160.81,109.45,133.9,169.47,154.8,125.96,131.1,147.56,149.51,128.51,115.54,142.26,149.18,118.77,127.59,145.19,141.91,139.53,115.24,136.8,170.73,164.61,132.24,121.47,116.83,141.39,116.73,120.36,153.94,153.29,118.74,126.94,133.97,147.47,135.47,121.16,135.07,162.08,147.32,134.08,137.23,175.36,155.98,136.11,146.95,166.01,168.38,162.19,138.39,0
244,154.12,153.74,157.94,157.77,150.38,157.48,172.69,160.58,162.47,140.35,145.6,163.25,164.91,158.83,141.45,148.75,156.56,146.23,139.43,155.71,174.22,172.33,150.8,154.15,147.56,165.05,170.17,164.83,154.86,161.32,164.62,170.09,139.36,166.71,182.68,180.32,148.14,141.02,147.65,157.95,133.5,149.61,166.18,186.53,173.92,159.98,152.42,150.64,142.66,133.4,149.34,170.44,182.41,171.97,166.16,153.61,147.05,145.89,141.83,163.61,177.24,174.01,165.7,153.68,0
245,177.12,180.0,159.01,148.61,165.34,168.22,192.69,206.3,182.29,158.73,144.51,158.2,178.56,179.16,189.18,200.08,169.54,153.41,146.93,152.71,176.6,207.28,179.84,164.65,150.12,147.52,164.89,164.38,168.23,200.7,176.85,146.07,125.65,162.14,182.55,167.18,161.42,172.73,155.14,161.26,124.24,166.49,174.3,176.19,146.8,140.74,159.8,183.9,146.91,162.86,170.18,153.54,140.37,140.64,164.49,186.75,167.33,174.49,173.1,158.5,160.34,157.96,153.37,162.39,0
246,95.127,96.763,96.948,97.894,96.393,92.525,95.8,95.099,95.753,96.922,101.16,103.22,102.57,100.18,98.648,99.7,95.294,96.737,97.667,99.544,99.013,97.29,98.861,101.37,96.887,100.36,100.44,99.296,103.37,102.78,102.85,102.81,99.175,101.58,101.27,102.15,99.591,100.81,97.108,97.325,95.881,98.221,101.38,99.519,97.169,98.518,93.822,95.926,99.61,102.8,103.08,99.268,96.607,100.68,99.358,98.663,98.066,97.906,100.4,98.73,99.62,99.491,97.986,99.081,1
247,109.56,110.06,108.48,107.32,105.25,112.27,114.2,110.51,94.246,95.667,94.643,93.771,92.536,96.036,98.629,95.879,119.67,119.99,119.39,119.27,117.87,116.4,117.51,119.44,126.58,126.65,124.64,122.36,119.42,116.99,121.83,127.41,106.34,108.94,110.09,109.25,108.63,108.57,109.8,110.24,113.8,114.91,115.25,114.67,113.5,116.14,117.33,116.74,123.3,126.09,126.3,127.41,126.93,126.48,126.58,125.42,133.26,134.41,134.97,137.35,138.9,138.85,140.02,138.06,1
248,153.41,173.65,168.81,143.56,130.35,128.61,138.26,132.69,142.4,157.31,147.23,164.19,175.49,153.2,153.59,166.74,111.07,129.01,152.8,175.52,186.62,179.57,153.89,141.62,96.53,100.91,140.51,160.43,171.33,182.99,162.98,128.94,116.01,105.96,124.88,142.78,149.17,150.59,157.12,159.55,111.88,119.26,140.33,146.15,130.83,117.82,138.18,147.39,122.2,140.78,158.52,154.32,149.13,146.49,145.82,136.5,140.55,159.85,159.91,148.56,136.89,148.33,156.47,132.78,0
249,94.155,93.591,95.536,94.065,95.97,91.58,90.775,92.67,92.323,95.19,99.811,100.09,99.765,99.635,101.1,100.37,86.607,89.024,93.791,91.386,90.899,93.591,94.668,96.309,92.041,90.073,94.249,91.633,88.22,91.132,91.145,88.566,106.14,107.31,106.99,101.48,95.919,91.003,90.696,89.805,111.94,108.86,112.8,112.32,109.06,106.38,104.43,103.96,98.927,100.54,104.15,109.55,111.05,110.57,110.39,115.32,91.671,97.738,108.32,102.96,102.12,102.07,101.35,107.08,1
250,196.91,204.37,172.1,155.13,184.33,180.33,170.11,152.93,181.24,165.2,134.78,133.43,157.49,161.84,155.75,173.79,167.85,183.33,152.11,119.3,123.81,139.41,154.78,176.78,177.76,179.1,165.03,119.86,108.83,119.52,135.27,155.68,171.13,173.99,161.68,139.81,117.11,113.61,127.93,140.61,171.11,190.51,176.99,151.11,148.9,168.63,173.01,153.11,191.13,178.05,152.55,153.66,170.0,197.79,189.67,193.36,179.58,150.9,137.27,156.05,175.38,188.4,174.45,158.56,0
251,81.325,81.517,81.673,83.451,81.858,78.716,78.906,76.773,81.385,75.214,70.916,69.513,72.172,75.631,78.072,79.592,79.408,71.774,70.306,77.969,85.346,90.367,93.693,95.449,78.62,76.29,83.22,96.079,98.057,101.49,101.79,101.24,78.527,80.453,84.978,97.349,100.05,101.31,100.41,98.591,84.438,82.812,85.149,93.717,101.46,102.27,101.71,102.26,81.576,77.782,79.039,87.36,92.875,98.434,100.29,99.872,85.384,83.616,80.318,80.237,85.235,97.486,101.85,96.595,1
252,111.47,139.42,178.46,157.81,150.72,155.32,136.43,126.56,142.76,131.11,155.08,142.52,139.37,149.21,145.72,162.08,178.06,147.86,142.6,125.65,139.64,140.35,154.81,188.88,145.19,150.85,145.9,132.22,150.55,150.35,147.93,169.06,158.14,129.29,122.35,154.59,191.13,189.92,157.39,155.66,179.23,145.38,136.47,171.85,189.93,201.56,175.49,159.28,192.84,154.19,151.22,172.31,178.48,184.93,178.72,144.4,154.2,128.07,145.96,167.55,174.29,177.91,194.04,186.47,0
253,111.66,112.32,109.64,108.95,107.31,107.15,111.53,115.54,112.81,110.52,112.09,112.8,105.1,99.471,102.5,101.41,107.06,104.05,100.82,100.74,98.701,97.537,100.89,103.13,103.11,102.24,105.81,105.59,107.96,109.75,111.14,106.43,103.16,106.78,106.16,104.54,104.42,105.4,107.32,104.39,103.96,103.67,101.12,99.718,99.614,98.833,98.756,100.17,103.65,99.502,96.925,97.62,98.294,98.094,95.464,93.42,101.66,97.534,94.557,92.212,89.394,92.216,95.016,91.905,1
254,122.3,119.56,120.78,117.95,120.27,122.74,123.58,124.61,128.85,126.15,125.1,127.84,127.76,125.07,122.43,123.03,127.39,129.88,128.15,129.18,128.2,129.25,128.0,130.36,130.7,130.27,128.52,132.64,132.37,129.73,127.03,132.5,124.13,125.93,125.62,126.87,130.16,132.58,133.04,131.5,125.91,127.42,127.32,131.47,132.02,131.17,128.95,126.26,113.1,113.24,115.31,112.54,111.54,113.47,113.88,113.59,115.95,116.22,115.83,112.65,111.32,114.72,114.55,112.66,1
255,110.86,114.26,112.92,115.05,120.13,116.5,117.79,116.01,110.86,112.26,113.61,118.27,120.21,116.32,117.17,119.08,107.25,104.16,104.64,105.85,103.12,101.05,102.31,104.67,98.789,97.776,97.239,99.141,99.802,100.41,97.872,95.172,95.149,95.156,95.62,98.345,107.66,107.44,98.625,89.753,88.804,90.345,96.691,99.291,102.6,98.211,90.779,90.506,89.661,91.351,95.177,97.927,102.96,100.33,93.359,92.306,99.814,96.919,91.792,90.696,95.816,99.132,102.17,100.39,1
256,187.99,196.82,168.91,155.97,158.71,143.95,142.11,136.92,161.76,183.79,197.53,165.91,151.23,126.86,122.51,141.39,135.53,150.71,179.97,185.73,177.88,139.03,151.51,176.33,170.0,168.22,170.1,167.29,180.45,148.29,163.84,187.27,165.66,200.64,177.69,140.56,142.57,126.48,146.01,173.67,146.12,172.17,188.34,155.55,132.86,145.56,146.64,151.54,153.52,153.37,184.86,182.98,152.24,171.63,185.0,167.76,146.59,144.28,171.08,168.26,151.52,179.74,192.84,176.53,0
257,61.625,57.217,55.576,54.024,54.184,57.244,59.19,59.866,68.162,62.235,61.734,64.561,62.673,64.907,62.251,59.928,69.008,69.222,70.265,68.947,65.062,64.95,66.355,67.779,70.182,71.925,75.238,70.579,68.378,70.624,74.542,71.823,78.288,73.502,71.206,69.168,68.604,70.782,71.984,74.543,77.77,75.679,74.789,71.133,75.559,76.955,79.424,78.765,78.41,77.927,81.347,79.519,81.393,84.071,86.229,82.182,76.361,83.764,84.851,85.252,84.715,84.734,84.279,81.273,1
258,174.96,197.29,195.31,168.41,148.12,150.16,170.83,152.15,188.03,178.16,169.82,191.16,170.23,161.1,183.5,156.58,170.96,152.7,148.18,170.09,175.68,147.75,151.82,150.35,172.69,163.19,148.61,160.38,154.27,148.32,159.88,156.54,155.26,167.66,159.05,140.67,166.8,170.28,152.5,150.12,165.48,172.78,161.19,139.21,160.78,167.24,166.9,167.55,155.99,164.86,137.39,120.66,142.28,168.55,192.72,192.31,157.13,163.81,144.03,125.83,133.12,171.14,189.21,189.95,0
